,Season,Date,Time,Stadium,Team1,Team1_Pitcher,T,Result,Team2,Team2_Pitcher,T2,Win_Pit,Lose_Pit,Save,Audience
24799,정규,1991-08-08,,대구,삼성,,,W 6:5,태평양,,,,,,
24800,정규,1991-08-27,,@인천,삼성,,,W 4:3,태평양,,,,,,
24801,정규,1991-08-28,,@인천,삼성,,,L 1:2,태평양,,,,,,
24802,정규,1991-08-29,,@인천,삼성,,,L 3:10,태평양,,,,,,
24803,정규,1992-04-12,,대구,삼성,,,L 4:5,태평양,,,,,,
24804,정규,1992-05-15,,@인천,삼성,,,W 5:0,태평양,,,,,,
24805,정규,1992-05-16,,@인천,삼성,,,W 13:2,태평양,,,,,,
24806,정규,1992-05-17,,@인천,삼성,,,W 4:0,태평양,,,,,,
24807,정규,1992-06-16,,@수원,삼성,,,L 4:7,태평양,,,,,,
24808,정규,1992-06-17,,@수원,삼성,,,W 7:2,태평양,,,,,,
24809,정규,1992-06-18,,@수원,삼성,,,W 2:0,태평양,,,,,,
24810,정규,1992-07-03,,대구,삼성,,,W 6:5,태평양,,,,,,
24811,정규,1992-07-04,,대구,삼성,,,W 6:4,태평양,,,,,,
24812,정규,1992-07-04,,대구,삼성,,,W 4:1,태평양,,,,,,
24813,정규,1992-07-05,,대구,삼성,,,L 3:10,태평양,,,,,,
24814,정규,1992-08-13,,대구,삼성,,,W 9:0,태평양,,,,,,
24815,정규,1992-08-13,,대구,삼성,,,W 4:2,태평양,,,,,,
24816,정규,1992-08-29,,@인천,삼성,,,W 10:8,태평양,,,,,,
24817,정규,1992-08-29,,@인천,삼성,,,W 11:4,태평양,,,,,,
24818,정규,1992-08-30,,@인천,삼성,,,W 8:5,태평양,,,,,,
24819,정규,1992-09-15,,대구,삼성,,,L 6:7,태평양,,,,,,
24820,정규,1992-09-16,,대구,삼성,,,W 11:6,태평양,,,,,,
24821,정규,1993-04-23,,@수원,삼성,,,D 0:0,태평양,,,,,,
24822,정규,1993-04-25,,@수원,삼성,,,L 1:2,태평양,,,,,,
24823,정규,1993-04-25,,@수원,삼성,,,W 4:1,태평양,,,,,,
24824,정규,1993-05-11,,대구,삼성,,,W 6:4,태평양,,,,,,
24825,정규,1993-05-12,,대구,삼성,,,L 3:4,태평양,,,,,,
24826,정규,1993-05-25,,대구,삼성,,,W 5:3,태평양,,,,,,
24827,정규,1993-05-26,,대구,삼성,,,W 11:4,태평양,,,,,,
24828,정규,1993-05-26,,대구,삼성,,,L 1:4,태평양,,,,,,
24829,정규,1993-05-27,,대구,삼성,,,D 3:3,태평양,,,,,,
24830,정규,1993-07-09,,대구,삼성,,,W 7:3,태평양,,,,,,
24831,정규,1993-07-10,,대구,삼성,,,W 7:4,태평양,,,,,,
24832,정규,1993-07-27,,@수원,삼성,,,W 5:2,태평양,,,,,,
24833,정규,1993-07-28,,@수원,삼성,,,W 5:0,태평양,,,,,,
24834,정규,1993-08-25,,@수원,삼성,,,W 4:0,태평양,,,,,,
24835,정규,1993-08-25,,@수원,삼성,,,W 8:0,태평양,,,,,,
24836,정규,1993-08-26,,@수원,삼성,,,W 1:0,태평양,,,,,,
24837,정규,1993-09-22,,대구,삼성,,,W 4:0,태평양,,,,,,
24838,정규,1993-09-26,,@인천,삼성,,,W 4:3,태평양,,,,,,
24839,정규,1994-04-26,,@인천,삼성,,,W 5:1,태평양,,,,,,
24840,정규,1994-04-27,,@인천,삼성,,,W 10:4,태평양,,,,,,
24841,정규,1994-04-28,,@인천,삼성,,,W 4:0,태평양,,,,,,
24842,정규,1994-05-20,,대구,삼성,,,L 1:3,태평양,,,,,,
24843,정규,1994-05-21,,대구,삼성,,,L 0:4,태평양,,,,,,
24844,정규,1994-05-22,,대구,삼성,,,W 5:2,태평양,,,,,,
24845,정규,1994-06-24,,@수원,삼성,,,L 3:6,태평양,,,,,,
24846,정규,1994-06-25,,@수원,삼성,,,W 8:5,태평양,,,,,,
24847,정규,1994-07-12,,대구,삼성,,,L 1:4,태평양,,,,,,
24848,정규,1994-07-13,,대구,삼성,,,W 3:1,태평양,,,,,,
24849,정규,1994-07-14,,대구,삼성,,,W 1:0,태평양,,,,,,
24850,정규,1994-08-30,,@수원,삼성,,,L 1:3,태평양,,,,,,
24851,정규,1994-08-31,,@수원,삼성,,,L 3:4,태평양,,,,,,
24852,정규,1994-09-01,,@수원,삼성,,,L 1:5,태평양,,,,,,
24853,정규,1994-09-06,,대구,삼성,,,L 4:5,태평양,,,,,,
24854,정규,1994-09-07,,대구,삼성,,,L 1:4,태평양,,,,,,
24855,정규,1994-09-08,,대구,삼성,,,W 3:2,태평양,,,,,,
24856,정규,1994-09-11,,@인천,삼성,,,L 3:6,태평양,,,,,,
24857,정규,1995-05-19,,대구,삼성,,,D 4:4,태평양,,,,,,
24858,정규,1995-05-21,,대구,삼성,,,W 7:5,태평양,,,,,,
24859,정규,1995-05-21,,대구,삼성,,,W 4:2,태평양,,,,,,
24860,정규,1995-05-26,,@인천,삼성,,,L 0:1,태평양,,,,,,
24861,정규,1995-05-27,,@인천,삼성,,,W 6:5,태평양,,,,,,
24862,정규,1995-05-28,,@인천,삼성,,,W 2:1,태평양,,,,,,
24863,정규,1995-06-14,,@수원,삼성,,,D 2:2,태평양,,,,,,
24864,정규,1995-06-14,,@수원,삼성,,,L 2:6,태평양,,,,,,
24865,정규,1995-06-15,,@수원,삼성,,,L 3:9,태평양,,,,,,
24866,정규,1995-07-08,,대구,삼성,,,L 6:8,태평양,,,,,,
24867,정규,1995-07-08,,대구,삼성,,,W 7:3,태평양,,,,,,
24868,정규,1995-07-09,,대구,삼성,,,L 5:6,태평양,,,,,,
24869,정규,1995-08-27,,대구,삼성,,,W 2:1,태평양,,,,,,
24870,정규,1995-08-27,,대구,삼성,,,W 2:1,태평양,,,,,,
24871,정규,1995-09-12,,@수원,삼성,,,L 2:7,태평양,,,,,,
24872,정규,1995-09-13,,@수원,삼성,,,W 5:2,태평양,,,,,,
24873,정규,1995-09-14,,@수원,삼성,,,L 0:4,태평양,,,,,,
24874,정규,1995-09-20,,대구,삼성,,,L 2:7,태평양,,,,,,
24875,준플,1989-10-08,,@인천,삼성,,,L 0:3,태평양,,,,,,
24876,준플,1989-10-09,,대구,삼성,,,W 4:3,태평양,,,,,,
24877,준플,1989-10-11,,@인천,삼성,,,L 1:2,태평양,,,,,,
24878,시즌,날짜,시간,구장,팀,팀 선발,T,결과,상대팀,상대선발,T,승리투수,패전투수,세이브,관중
24879,정규,1994-05-04,,대구,삼성,,,L 2:3,한화,,,,,,
24880,정규,1994-05-04,,대구,삼성,,,L 1:8,한화,,,,,,
24881,정규,1994-05-05,,대구,삼성,,,L 1:3,한화,,,,,,
24882,정규,1994-05-13,,@대전,삼성,,,L 0:11,한화,,,,,,
24883,정규,1994-05-27,,@대전,삼성,,,W 16:4,한화,,,,,,
24884,정규,1994-05-28,,@대전,삼성,,,L 0:9,한화,,,,,,
24885,정규,1994-05-28,,@대전,삼성,,,W 4:3,한화,,,,,,
24886,정규,1994-05-29,,@대전,삼성,,,W 4:0,한화,,,,,,
24887,정규,1994-06-17,,대구,삼성,,,L 0:1,한화,,,,,,
24888,정규,1994-07-26,,@청주,삼성,,,L 4:6,한화,,,,,,
24889,정규,1994-07-27,,@청주,삼성,,,L 1:2,한화,,,,,,
24890,정규,1994-07-28,,@청주,삼성,,,W 4:3,한화,,,,,,
24891,정규,1994-08-09,,대구,삼성,,,W 6:5,한화,,,,,,
24892,정규,1994-08-10,,대구,삼성,,,W 19:1,한화,,,,,,
24893,정규,1994-08-11,,대구,삼성,,,W 6:2,한화,,,,,,
24894,정규,1994-09-13,,대구,삼성,,,W 4:3,한화,,,,,,
24895,정규,1994-09-14,,대구,삼성,,,W 5:3,한화,,,,,,
24896,정규,1994-09-25,,@대전,삼성,,,L 1:5,한화,,,,,,
24897,정규,1995-04-18,,대구,삼성,,,W 4:3,한화,,,,,,
24898,정규,1995-04-19,,대구,삼성,,,L 0:1,한화,,,,,,
24899,정규,1995-04-20,,대구,삼성,,,L 2:6,한화,,,,,,
24900,정규,1995-05-12,,@대전,삼성,,,L 1:2,한화,,,,,,
24901,정규,1995-05-13,,@대전,삼성,,,W 7:3,한화,,,,,,
24902,정규,1995-05-14,,@대전,삼성,,,W 8:5,한화,,,,,,
24903,정규,1995-06-20,,@대전,삼성,,,L 0:5,한화,,,,,,
24904,정규,1995-06-21,,@대전,삼성,,,W 5:2,한화,,,,,,
24905,정규,1995-06-22,,@대전,삼성,,,L 2:5,한화,,,,,,
24906,정규,1995-07-25,,대구,삼성,,,W 7:6,한화,,,,,,
24907,정규,1995-07-26,,대구,삼성,,,L 1:3,한화,,,,,,
24908,정규,1995-07-27,,대구,삼성,,,W 6:5,한화,,,,,,
24909,정규,1995-08-11,,@대전,삼성,,,L 0:2,한화,,,,,,
24910,정규,1995-08-12,,@대전,삼성,,,W 9:4,한화,,,,,,
24911,정규,1995-08-13,,@대전,삼성,,,L 3:7,한화,,,,,,
24912,정규,1995-08-18,,대구,삼성,,,W 6:4,한화,,,,,,
24913,정규,1995-08-20,,대구,삼성,,,W 11:3,한화,,,,,,
24914,정규,1995-08-20,,대구,삼성,,,W 6:0,한화,,,,,,
24915,정규,1996-04-26,,@대전,삼성,,,W 2:0,한화,,,,,,
24916,정규,1996-04-27,,@대전,삼성,,,W 10:4,한화,,,,,,
24917,정규,1996-04-28,,@대전,삼성,,,L 5:6,한화,,,,,,
24918,정규,1996-05-10,,대구,삼성,,,W 6:1,한화,,,,,,
24919,정규,1996-05-11,,대구,삼성,,,L 3:5,한화,,,,,,
24920,정규,1996-05-12,,대구,삼성,,,L 1:6,한화,,,,,,
24921,정규,1996-06-18,,@대전,삼성,,,L 1:3,한화,,,,,,
24922,정규,1996-06-19,,@대전,삼성,,,W 6:2,한화,,,,,,
24923,정규,1996-06-20,,@대전,삼성,,,L 4:5,한화,,,,,,
24924,정규,1996-07-02,,대구,삼성,,,L 0:2,한화,,,,,,
24925,정규,1996-07-03,,대구,삼성,,,L 3:4,한화,,,,,,
24926,정규,1996-07-26,,@대전,삼성,,,L 1:6,한화,,,,,,
24927,정규,1996-07-28,,@대전,삼성,,,W 8:3,한화,,,,,,
24928,정규,1996-08-16,,대구,삼성,,,W 5:4,한화,,,,,,
24929,정규,1996-08-17,,대구,삼성,,,L 5:11,한화,,,,,,
24930,정규,1996-08-18,,대구,삼성,,,L 1:6,한화,,,,,,
24931,정규,1996-09-11,,대구,삼성,,,L 3:8,한화,,,,,,
24932,정규,1996-09-14,,@대전,삼성,,,L 0:3,한화,,,,,,
24933,정규,1997-04-15,,대구,삼성,,,W 13:4,한화,,,,,,
24934,정규,1997-04-16,,대구,삼성,,,L 0:7,한화,,,,,,
24935,정규,1997-04-17,,대구,삼성,,,L 1:6,한화,,,,,,
24936,정규,1997-05-09,,@대전,삼성,,,L 2:6,한화,,,,,,
24937,정규,1997-05-10,,@대전,삼성,,,W 8:3,한화,,,,,,
24938,정규,1997-05-11,,@대전,삼성,,,W 6:3,한화,,,,,,
24939,정규,1997-06-10,,@청주,삼성,,,L 9:10,한화,,,,,,
24940,정규,1997-06-11,,@청주,삼성,,,W 5:1,한화,,,,,,
24941,정규,1997-06-12,,@대전,삼성,,,W 8:4,한화,,,,,,
24942,정규,1997-06-27,,대구,삼성,,,W 7:6,한화,,,,,,
24943,정규,1997-06-28,,대구,삼성,,,W 5:4,한화,,,,,,
24944,정규,1997-06-29,,대구,삼성,,,W 6:3,한화,,,,,,
24945,정규,1997-08-12,,@대전,삼성,,,W 5:3,한화,,,,,,
24946,정규,1997-08-13,,@대전,삼성,,,L 2:3,한화,,,,,,
24947,정규,1997-08-14,,@대전,삼성,,,W 8:5,한화,,,,,,
24948,정규,1997-08-20,,대구,삼성,,,W 6:5,한화,,,,,,
24949,정규,1997-08-20,,대구,삼성,,,L 10:12,한화,,,,,,
24950,정규,1997-08-21,,대구,삼성,,,L 3:5,한화,,,,,,
24951,정규,1998-04-18,,@청주,삼성,,,L 3:4,한화,,,,,,
24952,정규,1998-04-19,,@청주,삼성,,,L 3:4,한화,,,,,,
24953,정규,1998-04-20,,@청주,삼성,,,W 5:1,한화,,,,,,
24954,정규,1998-05-20,,대구,삼성,,,L 2:5,한화,,,,,,
24955,정규,1998-05-21,,대구,삼성,,,W 5:4,한화,,,,,,
24956,정규,1998-05-22,,대구,삼성,,,L 6:7,한화,,,,,,
24957,정규,1998-06-14,,대구,삼성,,,W 8:4,한화,,,,,,
24958,정규,1998-06-15,,대구,삼성,,,W 4:2,한화,,,,,,
24959,정규,1998-06-15,,대구,삼성,,,L 2:5,한화,,,,,,
24960,정규,1998-07-15,,@대전,삼성,,,W 9:2,한화,,,,,,
24961,정규,1998-07-16,,@대전,삼성,,,L 5:9,한화,,,,,,
24962,정규,1998-07-17,,@대전,삼성,,,W 8:7,한화,,,,,,
24963,정규,1998-07-27,,대구,삼성,,,D 6:6,한화,,,,,,
24964,정규,1998-08-29,,@대전,삼성,,,L 3:6,한화,,,,,,
24965,정규,1998-08-30,,@대전,삼성,,,L 2:3,한화,,,,,,
24966,정규,1998-09-19,,대구,삼성,,,W 5:4,한화,,,,,,
24967,정규,1998-09-20,,대구,삼성,,,L 4:8,한화,,,,,,
24968,정규,1998-10-02,,@대전,삼성,,,W 3:0,한화,,,,,,
24969,정규,1999-04-03,,대구,삼성,,,L 1:2,한화,,,,,,
24970,정규,1999-04-04,,대구,삼성,,,L 7:10,한화,,,,,,
24971,정규,1999-04-05,,대구,삼성,,,L 3:8,한화,,,,,,
24972,정규,1999-05-19,,@대전,삼성,,,W 14:4,한화,,,,,,
24973,정규,1999-05-20,,@대전,삼성,,,W 1:0,한화,,,,,,
24974,정규,1999-05-21,,@대전,삼성,,,W 6:3,한화,,,,,,
24975,정규,1999-06-17,,@대전,삼성,,,L 1:2,한화,,,,,,
24976,정규,1999-06-17,,@대전,삼성,,,L 1:5,한화,,,,,,
24977,정규,1999-06-18,,@대전,삼성,,,L 1:4,한화,,,,,,
24978,정규,1999-07-07,,대구,삼성,,,L 2:7,한화,,,,,,
24979,정규,1999-07-08,,대구,삼성,,,L 0:15,한화,,,,,,
24980,정규,1999-07-09,,대구,삼성,,,W 9:4,한화,,,,,,
24981,정규,1999-07-21,,@대전,삼성,,,W 10:5,한화,,,,,,
24982,정규,1999-07-22,,@대전,삼성,,,L 6:15,한화,,,,,,
24983,정규,1999-07-23,,@대전,삼성,,,L 3:4,한화,,,,,,
24984,정규,1999-08-25,,대구,삼성,,,W 3:2,한화,,,,,,
24985,정규,1999-09-07,,대구,삼성,,,L 9:10,한화,,,,,,
24986,정규,1999-09-08,,대구,삼성,,,W 2:1,한화,,,,,,
24987,정규,1999-10-05,,@대전,삼성,,,L 4:5,한화,,,,,,
24988,정규,1999-10-07,,대구,삼성,,,W 6:3,한화,,,,,,
24989,정규,2000-04-21,,대구,삼성,,,L 5:8,한화,,,,,,
24990,정규,2000-04-22,,대구,삼성,,,W 5:4,한화,,,,,,
24991,정규,2000-04-23,,대구,삼성,,,W 9:1,한화,,,,,,
24992,정규,2000-05-23,,@청주,삼성,,,L 2:8,한화,,,,,,
24993,정규,2000-05-24,,@청주,삼성,,,W 9:5,한화,,,,,,
24994,정규,2000-05-25,,@청주,삼성,,,W 4:2,한화,,,,,,
24995,정규,2000-06-11,,대구,삼성,,,W 16:8,한화,,,,,,
24996,정규,2000-06-12,,대구,삼성,,,D 4:4,한화,,,,,,
24997,정규,2000-06-23,,@대전,삼성,,,L 1:11,한화,,,,,,
24998,정규,2000-06-24,,@대전,삼성,,,L 1:3,한화,,,,,,
24999,정규,2000-06-25,,@대전,삼성,,,L 3:6,한화,,,,,,
25000,정규,2000-07-11,,@대전,삼성,,,W 5:4,한화,,,,,,
25001,정규,2000-07-12,,@대전,삼성,,,W 6:3,한화,,,,,,
25002,정규,2000-08-28,,대구,삼성,,,W 7:3,한화,,,,,,
25003,정규,2000-08-28,,대구,삼성,,,W 6:2,한화,,,,,,
25004,정규,2000-09-02,,@대전,삼성,,,L 4:7,한화,,,,,,
25005,정규,2000-09-03,,@대전,삼성,,,W 7:5,한화,,,,,,
25006,정규,2000-10-12,,대구,삼성,,,L 1:8,한화,,,,,,
25007,정규,2000-10-12,,대구,삼성,,,L 0:3,한화,,,,,,
25008,정규,2001-04-05,,대구,삼성,,,W 4:3,한화,,,,,,
25009,정규,2001-04-06,,대구,삼성,,,W 12:3,한화,,,,,,
25010,정규,2001-05-18,,@대전,삼성,,,W 7:4,한화,,,,,,
25011,정규,2001-05-19,,@대전,삼성,,,W 12:1,한화,,,,,,
25012,정규,2001-05-20,,@대전,삼성,,,L 2:3,한화,,,,,,
25013,정규,2001-06-20,,대구,삼성,,,L 2:8,한화,,,,,,
25014,정규,2001-06-20,,대구,삼성,,,W 7:5,한화,,,,,,
25015,정규,2001-06-21,,대구,삼성,,,L 2:3,한화,,,,,,
25016,정규,2001-06-26,,@대전,삼성,,,W 3:0,한화,,,,,,
25017,정규,2001-06-27,,@대전,삼성,,,W 15:6,한화,,,,,,
25018,정규,2001-06-28,,@대전,삼성,,,W 2:0,한화,,,,,,
25019,정규,2001-07-24,,@대전,삼성,,,W 3:2,한화,,,,,,
25020,정규,2001-07-26,,@대전,삼성,,,W 13:5,한화,,,,,,
25021,정규,2001-08-17,,대구,삼성,,,W 8:3,한화,,,,,,
25022,정규,2001-08-18,,대구,삼성,,,W 11:3,한화,,,,,,
25023,정규,2001-08-19,,대구,삼성,,,W 7:6,한화,,,,,,
25024,정규,2001-09-22,,대구,삼성,,,L 4:6,한화,,,,,,
25025,정규,2001-09-23,,대구,삼성,,,L 2:6,한화,,,,,,
25026,정규,2001-09-29,,@대전,삼성,,,L 3:4,한화,,,,,,
25027,정규,2002-04-12,,대구,삼성,,,W 9:5,한화,,,,,,
25028,정규,2002-04-13,,대구,삼성,,,L 5:15,한화,,,,,,
25029,정규,2002-04-14,,대구,삼성,,,L 2:7,한화,,,,,,
25030,정규,2002-05-19,,@대전,삼성,,,L 3:15,한화,,,,,,
25031,정규,2002-05-19,,@대전,삼성,,,W 10:1,한화,,,,,,
25032,정규,2002-06-05,,대구,삼성,,,W 10:5,한화,,,,,,
25033,정규,2002-06-06,,대구,삼성,,,W 7:5,한화,,,,,,
25034,정규,2002-07-07,,@대전,삼성,,,L 4:5,한화,,,,,,
25035,정규,2002-07-07,,@대전,삼성,,,D 5:5,한화,,,,,,
25036,정규,2002-07-30,,@대전,삼성,,,L 3:5,한화,,,,,,
25037,정규,2002-07-31,,@대전,삼성,,,W 4:0,한화,,,,,,
25038,정규,2002-08-18,,@대전,삼성,,,W 9:1,한화,,,,,,
25039,정규,2002-08-24,,대구,삼성,,,W 9:7,한화,,,,,,
25040,정규,2002-08-25,,대구,삼성,,,W 7:0,한화,,,,,,
25041,정규,2002-09-14,,대구,삼성,,,W 12:4,한화,,,,,,
25042,정규,2002-09-27,,@대전,삼성,,,W 8:4,한화,,,,,,
25043,정규,2002-09-28,,@대전,삼성,,,W 10:2,한화,,,,,,
25044,정규,2002-09-28,,@대전,삼성,,,W 10:7,한화,,,,,,
25045,정규,2002-10-11,,대구,삼성,,,W 5:4,한화,,,,,,
25046,정규,2003-04-11,,대구,삼성,,,W 7:1,한화,,,,,,
25047,정규,2003-04-12,,대구,삼성,,,W 2:1,한화,,,,,,
25048,정규,2003-04-13,,대구,삼성,,,W 7:2,한화,,,,,,
25049,정규,2003-05-20,,@대전,삼성,,,D 2:2,한화,,,,,,
25050,정규,2003-05-21,,@대전,삼성,,,L 1:3,한화,,,,,,
25051,정규,2003-05-22,,@대전,삼성,,,W 4:3,한화,,,,,,
25052,정규,2003-06-06,,@대전,삼성,,,W 10:9,한화,,,,,,
25053,정규,2003-06-07,,@대전,삼성,,,L 5:8,한화,,,,,,
25054,정규,2003-06-08,,@대전,삼성,,,L 1:4,한화,,,,,,
25055,정규,2003-07-05,,대구,삼성,,,W 10:4,한화,,,,,,
25056,정규,2003-07-11,,@대전,삼성,,,L 1:3,한화,,,,,,
25057,정규,2003-07-12,,@대전,삼성,,,L 1:4,한화,,,,,,
25058,정규,2003-08-12,,대구,삼성,,,W 8:3,한화,,,,,,
25059,정규,2003-08-13,,대구,삼성,,,L 5:6,한화,,,,,,
25060,정규,2003-08-14,,대구,삼성,,,W 7:4,한화,,,,,,
25061,정규,2003-09-09,,대구,삼성,,,L 1:10,한화,,,,,,
25062,정규,2003-09-10,,대구,삼성,,,W 13:9,한화,,,,,,
25063,정규,2003-09-11,,대구,삼성,,,W 10:4,한화,,,,,,
25064,정규,2003-09-19,,@대전,삼성,,,D 5:5,한화,,,,,,
25065,정규,2004-04-09,,@대전,삼성,,,L 3:11,한화,,,,,,
25066,정규,2004-04-10,,@대전,삼성,,,D 7:7,한화,,,,,,
25067,정규,2004-04-11,,@대전,삼성,,,W 9:5,한화,,,,,,
25068,정규,2004-04-23,,대구,삼성,,,L 5:6,한화,,,,,,
25069,정규,2004-04-24,,대구,삼성,,,W 2:1,한화,,,,,,
25070,정규,2004-04-25,,대구,삼성,,,L 4:9,한화,,,,,,
25071,정규,2004-05-11,,@대전,삼성,,,L 5:10,한화,,,,,,
25072,정규,2004-05-13,,@대전,삼성,,,L 6:7,한화,,,,,,
25073,정규,2004-05-13,,@대전,삼성,,,L 2:3,한화,,,,,,
25074,정규,2004-06-22,,대구,삼성,,,W 11:2,한화,,,,,,
25075,정규,2004-06-23,,대구,삼성,,,W 3:2,한화,,,,,,
25076,정규,2004-06-24,,대구,삼성,,,W 10:5,한화,,,,,,
25077,정규,2004-07-20,,대구,삼성,,,L 2:4,한화,,,,,,
25078,정규,2004-07-21,,대구,삼성,,,L 2:11,한화,,,,,,
25079,정규,2004-07-22,,대구,삼성,,,W 1:0,한화,,,,,,
25080,정규,2004-08-07,,@대전,삼성,,,L 3:6,한화,,,,,,
25081,정규,2004-08-08,,@대전,삼성,,,W 11:4,한화,,,,,,
25082,정규,2004-08-31,,@대전,삼성,,,W 6:5,한화,,,,,,
25083,정규,2004-09-01,,@대전,삼성,,,W 10:1,한화,,,,,,
25084,정규,2005-04-22,,@대전,삼성,,,W 9:5,한화,,,,,,
25085,정규,2005-04-23,,@대전,삼성,,,L 2:3,한화,,,,,,
25086,정규,2005-04-24,,@대전,삼성,,,W 5:1,한화,,,,,,
25087,정규,2005-05-07,,대구,삼성,,,W 9:1,한화,,,,,,
25088,정규,2005-05-08,,대구,삼성,,,W 7:2,한화,,,,,,
25089,정규,2005-05-20,,대구,삼성,,,W 4:3,한화,,,,,,
25090,정규,2005-05-21,,대구,삼성,,,W 5:2,한화,,,,,,
25091,정규,2005-05-22,,대구,삼성,,,L 2:8,한화,,,,,,
25092,정규,2005-06-28,,@대전,삼성,,,L 3:4,한화,,,,,,
25093,정규,2005-06-29,,@대전,삼성,,,L 3:7,한화,,,,,,
25094,정규,2005-06-30,,@대전,삼성,,,L 2:3,한화,,,,,,
25095,정규,2005-07-26,,대구,삼성,,,L 3:11,한화,,,,,,
25096,정규,2005-07-27,,대구,삼성,,,W 7:4,한화,,,,,,
25097,정규,2005-08-09,,@대전,삼성,,,W 7:4,한화,,,,,,
25098,정규,2005-09-10,,@대전,삼성,,,W 4:3,한화,,,,,,
25099,정규,2005-09-11,,@대전,삼성,,,W 7:6,한화,,,,,,
25100,정규,2005-09-17,,대구,삼성,,,W 12:4,한화,,,,,,
25101,정규,2005-09-28,,대구,삼성,,,W 5:2,한화,,,,,,
25102,정규,2006-04-18,,대구,삼성,,,L 1:5,한화,,,,,,
25103,정규,2006-04-20,,대구,삼성,,,W 4:2,한화,,,,,,
25104,정규,2006-05-23,,@대전,삼성,,,W 8:5,한화,,,,,,
25105,정규,2006-05-24,,@대전,삼성,,,L 2:9,한화,,,,,,
25106,정규,2006-05-25,,@대전,삼성,,,W 2:1,한화,,,,,,
25107,정규,2006-06-13,,@대전,삼성,,,W 11:9,한화,,,,,,
25108,정규,2006-06-15,,@대전,삼성,,,W 12:3,한화,,,,,,
25109,정규,2006-07-07,,대구,삼성,,,L 0:5,한화,,,,,,
25110,정규,2006-08-04,,@대전,삼성,,,W 8:0,한화,,,,,,
25111,정규,2006-08-05,,@대전,삼성,,,W 6:0,한화,,,,,,
25112,정규,2006-08-06,,@대전,삼성,,,L 3:7,한화,,,,,,
25113,정규,2006-08-26,,대구,삼성,,,L 0:1,한화,,,,,,
25114,정규,2006-08-27,,대구,삼성,,,W 6:2,한화,,,,,,
25115,정규,2006-09-13,,@대전,삼성,,,L 1:5,한화,,,,,,
25116,정규,2006-09-19,,대구,삼성,,,W 4:3,한화,,,,,,
25117,정규,2006-09-20,,대구,삼성,,,L 0:2,한화,,,,,,
25118,정규,2006-09-20,,대구,삼성,,,W 5:3,한화,,,,,,
25119,정규,2006-09-21,,대구,삼성,,,W 2:1,한화,,,,,,
25120,정규,2007-05-02,,대구,삼성,,,L 2:6,한화,,,,,,
25121,정규,2007-05-03,,대구,삼성,,,L 3:8,한화,,,,,,
25122,정규,2007-05-15,,@대전,삼성,,,W 6:1,한화,,,,,,
25123,정규,2007-05-17,,@대전,삼성,,,W 3:0,한화,,,,,,
25124,정규,2007-06-01,,@대전,삼성,,,W 5:0,한화,,,,,,
25125,정규,2007-06-02,,@대전,삼성,,,W 3:1,한화,,,,,,
25126,정규,2007-06-03,,@대전,삼성,,,W 2:1,한화,,,,,,
25127,정규,2007-06-22,,대구,삼성,,,W 3:2,한화,,,,,,
25128,정규,2007-06-24,,대구,삼성,,,L 2:4,한화,,,,,,
25129,정규,2007-07-20,,대구,삼성,,,W 5:0,한화,,,,,,
25130,정규,2007-07-21,,대구,삼성,,,W 5:4,한화,,,,,,
25131,정규,2007-07-22,,대구,삼성,,,W 2:1,한화,,,,,,
25132,정규,2007-08-28,,@대전,삼성,,,L 1:2,한화,,,,,,
25133,정규,2007-09-13,,대구,삼성,,,L 4:7,한화,,,,,,
25134,정규,2007-09-25,,@대전,삼성,,,L 4:7,한화,,,,,,
25135,정규,2007-09-26,,@대전,삼성,,,L 2:9,한화,,,,,,
25136,정규,2007-09-27,,@대전,삼성,,,L 2:6,한화,,,,,,
25137,정규,2007-10-03,,대구,삼성,,,W 4:2,한화,,,,,,
25138,정규,2008-04-11,,@대전,삼성,,,W 8:6,한화,,,,,,
25139,정규,2008-04-12,,@대전,삼성,,,L 3:6,한화,,,,,,
25140,정규,2008-04-13,,@대전,삼성,,,W 4:2,한화,,,,,,
25141,정규,2008-05-03,,대구,삼성,,,W 13:5,한화,,,,,,
25142,정규,2008-05-04,,대구,삼성,,,W 4:2,한화,,,,,,
25143,정규,2008-05-05,,대구,삼성,,,L 1:8,한화,,,,,,
25144,정규,2008-05-23,,@대전,삼성,,,W 12:5,한화,,,,,,
25145,정규,2008-05-24,,@대전,삼성,,,W 11:4,한화,,,,,,
25146,정규,2008-05-25,,@대전,삼성,,,L 1:5,한화,,,,,,
25147,정규,2008-06-10,,대구,삼성,,,L 1:10,한화,,,,,,
25148,정규,2008-06-11,,대구,삼성,,,L 8:13,한화,,,,,,
25149,정규,2008-06-12,,대구,삼성,,,L 2:9,한화,,,,,,
25150,정규,2008-07-18,,대구,삼성,,,W 3:0,한화,,,,,,
25151,정규,2008-07-19,,대구,삼성,,,W 4:3,한화,,,,,,
25152,정규,2008-07-20,,대구,삼성,,,W 5:4,한화,,,,,,
25153,정규,2008-09-05,,@대전,삼성,,,L 1:3,한화,,,,,,
25154,정규,2008-09-06,,@대전,삼성,,,W 5:3,한화,,,,,,
25155,정규,2008-09-07,,@대전,삼성,,,W 2:1,한화,,,,,,
25156,정규,2009-04-14,,대구,삼성,,,L 5:7,한화,,,,,,
25157,정규,2009-04-16,,대구,삼성,,,W 8:2,한화,,,,,,
